Username,Comment,Comment Date
@romiyounanda8706,PraGib memang pilihan rakyat... yg lain nyungsep blm layak jd pemimpin,2024-03-12T23:00:08Z
@ibnuanshari2614,Benaran bakal di buat jadi pelayan rakyat Indonesia. Indonesia tidak boleh punya pemimpin yg adil n benar ucap prabowo😢,2024-03-12T22:58:53Z
@giaprahara849,Mau menang 100% pun klo cara curang gk ada guna.. harusnya  pemilu contoh dlm dunia sepak bola diitalia. Pengaturan skor melibatkan pihak panitia yg menguntungkan salah satu club. Sanksi tegas utk pelanggar.degladasi dan mencabut gelar juara,2024-03-12T22:57:38Z
@SutarYono-gk6zm,Refly Harun cs suruh melek tuh matanya 😅😅😅 ..,2024-03-12T22:56:33Z
@arsyilaalthafunisa3697,ALHAMDULILSH ALLAHU AKBAR SMOGA PRAGIB 02 TERPILIH JD PRESIDEN RI 2024 SATU PUTARAN AAMIINNYAA ROBBAL&#39;ALAMIIN❤❤❤❤❤❤❤❤❤,2024-03-12T22:54:06Z
@samsulenjoy5673,Kalimantan Tengah 02 losss,2024-03-12T22:23:44Z
@samsulenjoy5673,02 wayae muncull,2024-03-12T22:22:43Z
@IsmailkandiNKRI,"Indo Boddi menyatakan bahwa Prabowo Subianto ke Jaya Pura Pulau Papua Tahun 2003 dan SBY ke Kalimantan island tahun 2009,hingga saat ini iya belum juga kembali pulang❤😂",2024-03-12T22:19:27Z
@budihp8024,"Wah kok hasilnya beda, <br>Kemarin2 01 juara 2, sekarang kok 03 ?<br>Apa gk ada yg minta diulang lagi pesertanya khusus 02 &amp; 03 untuk memperebutkan juara 2 yg sesungguhnya 😂",2024-03-12T22:08:26Z
@massutris9158,Curang,2024-03-12T22:07:23Z
@hanaapi1226,"Paslon 03 unggul di semua alam semesta... pasti menang 03... lagian 02 cuma unggul di semua tps 🎉 ... pasti kalah lah..03 gak ada tandingannya..alam semesta nih bos bacok donk😅... perhitungan di alam semesta sementara 03 unggul 99,99% ..",2024-03-12T22:00:58Z
@bageurboedak2022,"Nanti ditambah lagi dari Provinsi Jawa Barat.<br>Masih mau bilang curang, penggelembungan dll ???",2024-03-12T21:43:33Z
@habibpicolo2093,01dan 03 menangislah di gorong gorong,2024-03-12T21:35:56Z
@galangthelastisover9326,Kasian 01 cuma dapet 17%😊,2024-03-12T21:31:00Z
@sallimna4626,Pendukung 01 gigit jari😂😂😂😂,2024-03-12T21:27:35Z
@FERDINAWI,Baru ini berita nya metro jujur..dasar metro tv  metro TV,2024-03-12T21:27:03Z
@alicarli1977,menang tapi sebagai pecundang di awali dengan kecurangan,2024-03-12T21:24:41Z
@ekysulistio3137,Yah kita ud merasakan kok pilih 01 yg menang 02 dan semua pd nsik siap menjerit 5 thn kedepann,2024-03-12T21:24:01Z
@gilangafik9468,Wkwk thanks metro 😂,2024-03-12T21:18:33Z
@RozaqAr,Menang telaaaak,2024-03-12T21:16:18Z
@agussurjanto2422,Wis terang padhang jingglang.,2024-03-12T21:12:21Z
@Pertamax93,Menang di semua TPS klo gak sampai 20 provinsi auto 2 putaran. 😅😅 Sesuai UUD,2024-03-12T21:09:44Z
@ojigauge,"Bahasanya BUKAN Unggul sementara, <br>tapi TAMPAK nya akan TETAP Unggul dalam Pilpres 2024.",2024-03-12T21:09:32Z
@HusenDi-h9x,Bengkulu Prabowo,2024-03-12T21:07:47Z
@Pablo-uc6qg,"Wkwk 😂 tv nya sendiri aja begitu, tunduk ama yg sudah mengatur urusan negara ini 😅",2024-03-12T21:04:46Z
@GanDos-pr4ek,Di pur jawa timur aja unggul😂😂,2024-03-12T21:02:14Z
@arifbillah4479,"Bilang aja unggul,, nga usah sementara metro&quot;",2024-03-12T21:01:53Z
@denbagus-ek8mr,"terima kasih jawa timur 16 juta lebih....dan  terima kasih semua rakyat indonesia untuk memilih PAK PRABOWO DAN PAK GIBRAN.  <a href=""http://www.youtube.com/results?search_query=%23anisjangandikasihpanggung"">#AnisJanganDiKasihPanggung</a>",2024-03-12T20:54:47Z
@audizamzam2921,Tinggal tunggu waktu hancur nya bangsa Indonesial,2024-03-12T20:48:53Z
@rianrahmadani5626,Sudah pasti menang..mau di komporin kyk gmn..klo udah pilihan rakyat banyak.tetap menang,2024-03-12T20:47:22Z
@widyandriyanto1044,"Di kandang anis sndri kalah<br>Di kandang ganjar sndri kalah telak, apa mau di ulang lg?<br>Cari&#39;&#39; alasan mua lengserkan dinasti, mahasiswa gk brmutu malu&#39;&#39; in bangsa dan yg pilih rakyat seindonesia dasar dodol garut! Rakyat cerdas milih karena sdh pintar mencerna wkt debat, kalian mahasiswa&#39;&#39; gk paham&#39;&#39; saat debat apa yg kalian lihat?apa yg cerna? Maka nya mata kuliah itu di pelajari gk asal masuk kampus buat nongkrong&#39;&#39; buat gaya&#39;&#39; NGERTI",2024-03-12T20:45:47Z
@yukiarelia,Total persentase paslon 01 n 03 kok ada yg aneh ya.... 😂😂😂...,2024-03-12T20:44:44Z
@Blafa-i1w,🎉,2024-03-12T20:40:23Z
@BigSmile-lq2dr,"Yah oke lah semoga bisa menurunkan harga² sembako terutama beras,dan bisa menurunkan pajak² yg di buat terlalu tinggi,pak prabowo semoga jg bisa memberikan kesejahteraan u/rakyat Indonesia dan bisa menyelesaikan setiap permasalahan bangsa yg sdh terlalu melenceng jauh dari hukum² yg ada..",2024-03-12T20:32:37Z
@icangkaezar4953,😂😂😂😂😂😂👍,2024-03-12T20:25:12Z
@Ms-jg8ud,Kok anies dibali hanya 99.000.gimana mau menang hahah,2024-03-12T20:23:41Z
@kevin-cl8ug,Jatim tetap Prabowo unggul telak,2024-03-12T20:23:41Z
@daanbruigom2913,Apakah Prabowo/Gibran terbaik untuk kesejahteraan rakyat ?,2024-03-12T20:17:47Z
@pinokio4743,02 banyak suara Silimun dari Komisi penipu Ulung (KPU ),2024-03-12T20:16:32Z
@Tokotanibangbryu,Baru SADAR ya METRO TV,2024-03-12T20:13:20Z
@indonesiamalaysiaserumpun9197,Lapor jendral<br>tugas kami sebagai pendukung mu telah selesai<br>tinggal kami melihat kau di lantik jadi presiden Republik indonesia tahun 2024-2029<br>jangan kau sia-sia kan kami pendukung mu jendral<br>kami titip kan negeri ini<br>kepada mu jendral<br>kami percaya padamu untuk kesejahteraan negeri ini<br>pegang teguh amanat rakyat baik-baik pak jendral.,2024-03-12T19:46:43Z
@langgengsaptono3912,"Semua saksi dari pasangan Capres sudah menyetujui hasil rekapitulasi, kalo masih ada yg ngotot utk menggugat ke MK atau menjalankan hak angket berarti sama saja tidak percaya pada saksinya sendiri 😂",2024-03-12T19:10:18Z
@HeriMas-w1r,Kita nikmati nasib masing masing,2024-03-12T19:08:05Z
@KokoDayatchan,Abahh menang disemua tpu,2024-03-12T19:07:45Z
@lutfiyahhanim4666,Sy pendukung 01. Dan ikhlas 02 menang. Ini memang sudah ujian qt punya presiden bocil FF😅,2024-03-12T18:56:50Z
@reyver1077,Jatim hadir,2024-03-12T18:54:49Z
@philipslampard9335,"kalo udah menang di provinsi jawa timur ,jawa tengah , DKI ,jawa barat, sumut,sumsel,lampung dan banten sudah dipastikan pemilu 1 putaran mutlak prabowo gibran presiden",2024-03-12T18:40:04Z
@junaarjuna9206,Cilegon Banten 02,2024-03-12T18:23:01Z
@msoleh9298,Inalillahi wa ina ilaihi rojiun,2024-03-12T18:19:13Z
@petanizelenial8698,"Mewakili Wong Deso  JawaTimur 16 , 7 jta lebih...... Lontong kemana lontong 😂😂😂😂😂😂",2024-03-12T18:13:30Z
@menataplangit8821,Hasil gak akan berubah jauh.<br>Udaj pasti dia yang menang,2024-03-12T18:11:03Z
@Nickzfr,"02 hadir , tidak percuma beli pucer mahal , Prabowo Gibran 02 MANTAP , 👍👍👍👏👏👏",2024-03-12T18:09:19Z
@petualang5858,"Saya 2 kali terpilih presiden,saat nya untuk prabowo jadi presiden,itu kata p.jokowi,kata2 sakti,,susah emangg lawan dia,siapa melawan bkn di libas tapi di rangkul,ilmu nya tinggi,dia diam otak kerja,dia bicara,semua patuh,,mungkin sudah nasib negri inii ada dalam kuasa p.jokowi,,saya pernh baca tabloid jaman sma yg mengatakan akan ada sosok joko pinginit ntah iya ntah tidak.mari kita terima nasib mudahan negri ini akan baik2 saja.",2024-03-12T18:07:22Z
@globaltv4828,Masih menunggu 01 dengar berita menang di alam bawah sandarnya tuk menggerakkan kerusuhan 😂,2024-03-12T18:05:54Z
@maminetcimpago2651,Kren 02 oke,2024-03-12T18:01:09Z
@Kapuas_official.01,Curang dari mana lagi. Oknum yg membuat kegaduhan.,2024-03-12T17:52:42Z
@Sainych,Okeee gasss okeee gasss.. Pajak naik okee gaaass..,2024-03-12T17:47:02Z
@UsmanSetiawan-j6i,Hoak,2024-03-12T17:42:56Z
@koplaksarap4216,🎉🎉🎉 ✌️,2024-03-12T17:42:32Z
@salamvlien8382,"Enak aja lu bilang sementara, suara Prabowo Gibran akan unggul sampai pak Prabowo di Lantik jadi presiden.",2024-03-12T17:33:59Z
@alfukaramah2362,Akhirnya metro tv adil juga 😊💚,2024-03-12T17:29:13Z
@46US.009,"01 dan 03 tidur gak nyaman, Pendukungnya pada Stress 😅😅😅😅",2024-03-12T17:28:25Z
@ridwanansorii1872,SELAMAT KEPADA PRESIDEN KE - 8 INDONESIA BAPAK PRABOWO SUBIANTO &amp; GIBRAN RAKABUMING SEMOGA MEMBAWA KEBAIKAN BAGI BANGSA INDONESIA &amp; AMANAH MEMEGANG TANGGUNG JAWAB DARI RAKYAT🤲🏻🥰 UDAH MENANG 50% LEBIH MAU BERHARAP APALAGI SEBAR FITNAH CURANG JUGA GA NGARUH✌🏻🔥,2024-03-12T17:27:06Z
@Thom_Hayee,"Cie kubu 01&amp;03 ketar ketir gimana cara untuk memprofokasi rakyat supaya opini pemilu curang bisa memprofokasi rakyat &amp; rakyat mau demo besar²an ke pemerintah, padahal di org² 01&amp;03 lagi ongkang-ongkang kaki dirumah &amp; mempolitisasi rakyat supaya mau turun kejalan berdemo seolah² kubu 01&amp;03 ini org yg jujur benar sendiri 😂😂",2024-03-12T17:26:32Z
@busraahmad4904,"Gak manuk akal, DKI 02 ngk mungkin menang 😂😂😂",2024-03-12T17:25:34Z
@wisnuprasetyo3319,Kok anis malah jadi 17%,2024-03-12T17:21:31Z
@joniahong853,Salam damai dari orang kecil ✌️♥️✌️😊,2024-03-12T17:20:21Z
@divadiyaulhaq8791,Akhirnya mereka mengakuinya😂,2024-03-12T17:16:02Z
@daskaedits2233,"kalah tetap kalah saja cukkk, ora usah kakean pola.. selisii yo adohhh... piye kowe Anichhan...",2024-03-12T17:11:51Z
@GiriMaulana-h6k,Cirebon prabowo gibran unggul telak,2024-03-12T17:05:51Z
@gamersdadakan2904,Mas anis mas ganjar.<br>Sori yee mau dimanapun ttp 02 yg mnang.<br>Gk terima jadi presiden gunung hoako sama ronhingia aja tuh blm ada presidennya.,2024-03-12T17:04:41Z
@madyadayun1670,Prabowo Gibran 02,2024-03-12T17:03:37Z
@juwitasaskyana,Alhamdulillah🤲,2024-03-12T17:03:29Z
@bintangpasaman4739,02 semoga kalah,2024-03-12T16:58:59Z
@dedekristian1965,Yang kalah harus legowo .jgn haus kekuasaan.trima kenyataan,2024-03-12T16:50:34Z
@anoan2457,hasil akhir penghitungan no. 2 sd 56% unggul...,2024-03-12T16:48:50Z
@masfian7559,looo metro tv baru tahu ya hhhhhhh,2024-03-12T16:48:32Z
@Lovers471,"Anis baru dapat 2jt dari 11 provinsi, masih mending janggar udah terkumpul 7jt",2024-03-12T16:47:55Z
@Lovers471,Mantab punya presiden baru,2024-03-12T16:45:57Z
@NongkiNongki-e8y,02 tetep ❤ pragib ..,2024-03-12T16:45:46Z
@YachiruYT,ANAK ABAH KEJANG2 MELIHAT INI 😂,2024-03-12T16:44:12Z
@VictorumbuRiada,Jauh,2024-03-12T16:38:34Z
@upilajah,"Udah jls menang telak, jd unggul ga cuma sementara tp emang pemenangnya 02",2024-03-12T16:38:27Z
@aditriomotor,Hormat pak Jenderal Next Presidin 2024,2024-03-12T16:35:39Z
@Sam_One650,Hehe.. . Ini metro loh yg nyiarin beritanya<br>Masih kaga mau ngaku kalo si 01 dan 03 memang kalah telak😂,2024-03-12T16:35:10Z
@redpunk6480,Unggul sementara dr thn 2024 s/d 2029😂😂😂...ok gazz min...,2024-03-12T16:31:30Z
@ardianpurba94,kalo benar menang ngapain takut dengan hak angket 😂,2024-03-12T16:30:16Z
@BUUK169,ini jelas tipu&quot; giliran ganjar ga percaya pemilih dia 17% sekarang di ganti sama KPU suara anis yang 17% sadar way mikir suara 01 dan 03 di rubah rubah tapi suara 02 tetep ga berubah,2024-03-12T16:21:42Z
@nilasaridewi3135,Jauh banget ini mah Jawa Tengah 12 jt cuk,2024-03-12T16:18:43Z
@SalminBahaswan,Tapi yg kalah <br>Sakit jiwa <br>Bersatu melawan <br>Yg menang <br>Dengan segala <br>Alasan <br>Yg sakit jiwa <br>Susah dapat obatnya <br>Selain bikin rusuh <br>Kekacauan <br>Di kalangan masyarakat<br>Allahu Akbar,2024-03-12T16:18:12Z
@limanchan-g5q,Prabowo tetap no 1st😊,2024-03-12T16:18:05Z
@dharmasatria9738,"Jauuuuh, apakah bisa berlaku curang di semua provinsi. Kalau bisa, gmn caranya hehehe",2024-03-12T16:17:40Z
@TirtaAdipura,Biasanya metro TV  habi2n  mati2n ngebelain annis. Dah mulai insaf kah metrotv 🫢,2024-03-12T16:17:24Z
@ekobram1619,Curang...kpu dan cacat hukum...  ..penipu seumur hidup,2024-03-12T16:16:16Z
@oyondtaldiansyah,ah nunggu oktober Jendral PRABOWO SUBIANTO DI LANTIK JADI PRESIDEN MANTAP TOP IS THE BEST❤❤,2024-03-12T16:15:08Z
@Buliwyf_z,"Mau di akalin gimanapun hasil ny akan sama,krna 02 unggul hampir di tiap TPS",2024-03-12T16:14:39Z
@BUUK169,Metro tv udah mulai takut klo jadi oposisi si bewok paling lari ninggalin  pa anis,2024-03-12T16:12:51Z
@senokafa6889,"mampus anis , udah di tolong tidak tau terimakasih makan tuh omon omon 😂",2024-03-12T16:09:23Z
@wongndeso7335,"Menang satu putaran, suara rakyat Indonesia menentukan Prabowo Subianto presiden RI",2024-03-12T16:06:55Z
@ghofurur.rokhim17,Ini yg sering demo buka mata mu,2024-03-12T16:06:38Z
@HoTaru69,Curang nih,2024-03-12T16:02:04Z
@irwansyahwan3523,1.puteran 02 gas pull..di kampung ku 02 unggul,2024-03-12T16:01:22Z
@masboy1048,Ngeness mesakke anak Karno jualan nama Karno kalah 😂😂dari subuh,2024-03-12T16:01:17Z
@Ibnu_Mustamar3,Udah... jangan ditunjukkan lagi... kasian pak jokowi di demo teruusss.... 😂😂😂😂 ✌️😆,2024-03-12T16:00:56Z
@jarumblora989,😂,2024-03-12T16:00:46Z
@masboy1048,Anak karno mega hasto Rudy Masinton Adian Dedi situroks mlongoooooo jagoannya bobrokk ngakakkkk kalahhh,2024-03-12T16:00:30Z
@Ipeh2320,Bener ngk tuuh.... Cek dulu... Kecurangan mya jgn di tutup tutupi dooong,2024-03-12T16:00:20Z
@achmadasiri1174,Penipu,2024-03-12T15:59:09Z
@HeriPrasetyo-xr9qt,Tetap pak prabowo pemenengnya,2024-03-12T15:55:30Z
@muhammadsofyan1730,Suara 01 malah dibawah 03.wkwkwkw,2024-03-12T15:54:17Z
@Umbaran.,"😊😊😊 tetep prabowo alhamdulilah,",2024-03-12T15:53:49Z
@Brenslif,"Kalian mau nyoblos 01 sama 03. Ber ribu2 kali percuma.  Yang di jadikan presiden Adalah P prabowo..  Kalian nanti pasti tau semua.  01 03 sudah ada jabatanya masing2 Trimakasih,",2024-03-12T15:51:18Z
@رسندريادستي,jauh bangett presentasinya....jika cinta negeri ini.yg kalah akan mengakuinya,2024-03-12T15:49:46Z
@thebabyalien9135,"suara saya masuk di 1.097.070 kalteng,,,,",2024-03-12T15:49:29Z
@satyalaksana8941,tumben berita bener...mau merapat yee pak bewok 😂,2024-03-12T15:47:18Z
@WandiWann-em6fu,PRABOWO DAPET NILAI JELEK<br>TAPI DARI CALON ITU TU.<br>TP NILAI DR RAKYAT WAOOO,2024-03-12T15:44:52Z
@WandiWann-em6fu,Prabowo pasti menang,2024-03-12T15:43:10Z
@counterchannel-ug2gi,kasihan anies dan pendukungnya. mudah2an jgn ada yg stress. pasangan amin tinggal bayar hutang dan selanjutnya akan lenyap dari peredaran,2024-03-12T15:43:03Z
@akbarsimanjuntak4217,"Bagi yang kalah segera lakukan lapang dada, karena Prabowo adalah pilihan masyarakat ❤❤❤",2024-03-12T15:41:12Z
@aldaffaramadhan,Daerah gua Prabowo menang telak gk ada curang curang. Nggak tau sih di luar wkwkwk,2024-03-12T15:40:59Z
@agusamin9542,Prabowo&amp;Gibran presiden terpilih...rakyat indonesia,2024-03-12T15:40:58Z
@MuhammadMustaqimallangkati,Ngapain di tayangkan lagi si rekap bermasalah,2024-03-12T15:40:47Z
@ferry650,"Di alam gaib pun menang😅😅coba data sirekap di audit forensik maka hasil nya pasti ketauan,di audit aja takut😅🤣🤣",2024-03-12T15:40:30Z
@CeritaOfficialChannel100,UDAH JELAS MENANG .. ANIS GANJAR AJA AMBISI JADI PRESIDEN KARNA KALAU GAK JADI PRESIDEN BINGUNG BUAT BAYAR ATAU NYICIL HUTANG BEKAS KAMPANYE APLAGI ANIS NUMPUK HUTANG NYA ...JADI GUBERNUR UDAH ENGGA<br><br>ANIS KALAH NYALONIN PRESIDEN ISU NYA MAU NYALONI JDI GUBERNUR LAGI .. GAK MALU  ... BIAR GAK MALU NYALONI JADI PAK LURAH AJA .. SESUAI DENGAN PEDUKUNG  NYA YANG SUKA NGATAIN JOKOWI PAK LURAH .. WKWLWLKW MUNGKIN KARNA PEDUKUNG NYA BGTU PAK ANIS KENA KARMA NYA,2024-03-13T00:53:34Z
@laskarMartapura794,"Intinya, kalau merasa tdk bersalah ngapain takut dg hak angket,, bukankah dg adanya hak angket itu lebih bagus untuk membuktikan bahwa pihaknya tdk melakukan pelanggaran...",2024-03-12T15:39:11Z
@aguswidodo5546,"Udah lah.... kalo ngaku jujur semua, yg gak jujur berani disumpah ala anak2 jaman dulu? Kalo yg gak jujur berani disumpah plg kantor ketabrak tronton!?",2024-03-12T15:37:55Z
@SumiAti-o2b,sudalah  klu sudah kala legowo aja jgn blg Paslon 2 curang,2024-03-12T15:36:54Z
@hendriksugilar8836,Sukabumi Prabowo gibran,2024-03-12T15:36:41Z
@NdlepusOneChanel,❤❤❤❤❤❤❤❤❤❤❤❤❤❤ prabowo is the best,2024-03-12T15:35:46Z
@ismailfachrudin5516,1 putaran 02 di Gas✌️❤️,2024-03-12T15:35:08Z
@martonoghanol3879,"Tumben ni metro, agak beda beritanya, biasanya berita kecurangan terus..🤭",2024-03-12T15:32:55Z
@marthasapan7012,Prabowo Gibran Menang SATU PUTARAN God bless Prabowo Gibran,2024-03-12T15:32:47Z
@RudiPutra-t3j,Di kandang sendiri saja kalah pada kalah.,2024-03-12T15:32:19Z
@rudipermana9405,Pasti menang pak prabowo.. dikampungku juga hampir prabowo semua😂,2024-03-12T15:31:28Z
@tujuhtujuh7168,Anies koq jd 17,2024-03-12T15:28:28Z
@firmanyahya653,Ga genah.,2024-03-12T15:28:16Z
@darksniper298,"Sudah pasti 02 menang,.... tidak perlu ragu karena masyarakat sudah cerdas memilih yg pasti",2024-03-12T15:28:04Z
@Aayyaattt,Gak percaya KPU,2024-03-12T15:27:55Z
@samen_wadung,INI BUKTI KECURANGAN HANYA DI BUAT BUAT KUBU 01 03...,2024-03-12T15:26:54Z
@RizkiSyazali,G.mungki ...😂,2024-03-12T15:23:29Z
@rianafghannew,"Kata Rocky Gerung.. Anies ga mungkin lebih dari 17℅, selama masih ada settingan kecurangan..",2024-03-12T15:22:06Z
@dennyjacobus8879,gimana ga unggul cing suara paslon 1&amp;3 di tilep 😂😂,2024-03-12T15:18:10Z
@feriliwa9519,Prabowo menang telak di semua tps,2024-03-12T15:18:02Z
@siscleanchannel4724,Unggul tapi curang...,2024-03-12T15:11:56Z
@tedy_ang,"settingan skor 26-58-17 gagal total<a href=""UCkszU2WH9gy1mb0dV-11UJg/xsIfY4OqCd2T29sP54iAsAw""></a>",2024-03-12T15:10:27Z
@KimoyParadise-vm6nr,Gak menyesal sayabmengglkan bapak Prabowo dr semenjak dia kalah kmren.setelah memutus kan bergabung dengan pak Wiwi aku kiciwa Sam pak wowo,2024-03-12T15:09:29Z
@SupraptoPrapto-l2s,Tetep Prabowo presiden ku,2024-03-12T15:06:07Z
@TelukBae,kakek wowo manusia ter ambisi sepanjang sejarah di Indonesia untuk jadi orang no1,2024-03-12T15:04:17Z
